host,port,state,service,risk,policy_violation,vulnerability_class,vulnerability_description,attack_vector,mitigation,references,product,version,intrusion_indicator,notes
127.0.0.1,2669,filtered,,high,True,policy violation — non-443 exposure,"TCP/2669 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2670,filtered,,high,True,policy violation — non-443 exposure,"TCP/2670 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2671,filtered,,high,True,policy violation — non-443 exposure,"TCP/2671 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2672,filtered,,high,True,policy violation — non-443 exposure,"TCP/2672 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2673,filtered,,high,True,policy violation — non-443 exposure,"TCP/2673 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2674,filtered,,high,True,policy violation — non-443 exposure,"TCP/2674 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2675,filtered,,high,True,policy violation — non-443 exposure,"TCP/2675 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2676,filtered,,high,True,policy violation — non-443 exposure,"TCP/2676 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2677,filtered,,high,True,policy violation — non-443 exposure,"TCP/2677 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2678,filtered,,high,True,policy violation — non-443 exposure,"TCP/2678 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2679,filtered,,high,True,policy violation — non-443 exposure,"TCP/2679 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2680,filtered,,high,True,policy violation — non-443 exposure,"TCP/2680 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2681,filtered,,high,True,policy violation — non-443 exposure,"TCP/2681 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2682,filtered,,high,True,policy violation — non-443 exposure,"TCP/2682 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2683,filtered,,high,True,policy violation — non-443 exposure,"TCP/2683 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2684,filtered,,high,True,policy violation — non-443 exposure,"TCP/2684 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2685,filtered,,high,True,policy violation — non-443 exposure,"TCP/2685 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2686,filtered,,high,True,policy violation — non-443 exposure,"TCP/2686 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2687,filtered,,high,True,policy violation — non-443 exposure,"TCP/2687 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2688,filtered,,high,True,policy violation — non-443 exposure,"TCP/2688 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2689,filtered,,high,True,policy violation — non-443 exposure,"TCP/2689 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2690,filtered,,high,True,policy violation — non-443 exposure,"TCP/2690 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2691,filtered,,high,True,policy violation — non-443 exposure,"TCP/2691 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2692,filtered,,high,True,policy violation — non-443 exposure,"TCP/2692 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2693,filtered,,high,True,policy violation — non-443 exposure,"TCP/2693 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2694,filtered,,high,True,policy violation — non-443 exposure,"TCP/2694 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2695,filtered,,high,True,policy violation — non-443 exposure,"TCP/2695 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2696,filtered,,high,True,policy violation — non-443 exposure,"TCP/2696 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2697,filtered,,high,True,policy violation — non-443 exposure,"TCP/2697 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2698,filtered,,high,True,policy violation — non-443 exposure,"TCP/2698 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2699,filtered,,high,True,policy violation — non-443 exposure,"TCP/2699 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2700,filtered,,high,True,policy violation — non-443 exposure,"TCP/2700 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2701,filtered,sms-rcinfo,high,True,policy violation — non-443 exposure,"TCP/2701 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2702,filtered,sms-xfer,high,True,policy violation — non-443 exposure,"TCP/2702 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2703,filtered,sms-chat,high,True,policy violation — non-443 exposure,"TCP/2703 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2704,filtered,sms-remctrl,high,True,policy violation — non-443 exposure,"TCP/2704 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2705,filtered,,high,True,policy violation — non-443 exposure,"TCP/2705 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2706,filtered,,high,True,policy violation — non-443 exposure,"TCP/2706 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2707,filtered,,high,True,policy violation — non-443 exposure,"TCP/2707 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2708,filtered,,high,True,policy violation — non-443 exposure,"TCP/2708 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2709,filtered,,high,True,policy violation — non-443 exposure,"TCP/2709 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2710,filtered,,high,True,policy violation — non-443 exposure,"TCP/2710 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2711,filtered,,high,True,policy violation — non-443 exposure,"TCP/2711 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2712,filtered,,high,True,policy violation — non-443 exposure,"TCP/2712 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2713,filtered,,high,True,policy violation — non-443 exposure,"TCP/2713 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2714,filtered,,high,True,policy violation — non-443 exposure,"TCP/2714 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2715,filtered,,high,True,policy violation — non-443 exposure,"TCP/2715 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2716,filtered,,high,True,policy violation — non-443 exposure,"TCP/2716 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2717,filtered,,high,True,policy violation — non-443 exposure,"TCP/2717 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2718,filtered,,high,True,policy violation — non-443 exposure,"TCP/2718 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2719,filtered,,high,True,policy violation — non-443 exposure,"TCP/2719 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2720,filtered,,high,True,policy violation — non-443 exposure,"TCP/2720 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2721,filtered,,high,True,policy violation — non-443 exposure,"TCP/2721 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2722,filtered,,high,True,policy violation — non-443 exposure,"TCP/2722 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,2723,filtered,,high,True,policy violation — non-443 exposure,"TCP/2723 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
